"OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"49-9091","Coin, Vending, and Amusement Machine Servicers and Repairers","detailed","36,080",2.7,15.72,"32,700",0.9,9.21,11.76,14.98,18.82,22.96,"19,150","24,460","31,150","39,140","47,760",,
"51-4023","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","detailed","36,040",4.4,18.35,"38,160",1.7,11.05,14.07,17.98,21.93,26.72,"22,980","29,270","37,390","45,620","55,580",,
"47-3012","Helpers--Carpenters","detailed","35,870",2.9,13.09,"27,230",1.0,8.72,10.11,12.29,15.39,18.18,"18,130","21,020","25,550","32,000","37,820",,
"49-9062","Medical Equipment Repairers","detailed","35,740",2.4,22.55,"46,910",0.7,12.76,16.07,21.43,28.03,34.65,"26,550","33,420","44,570","58,300","72,080",,
"39-7000","Tour and Travel Guides","minor","35,480",3.2,13.19,"27,440",1.0,8.30,9.30,11.74,15.43,20.56,"17,260","19,350","24,430","32,080","42,760",,
"39-7010","Tour and Travel Guides","broad","35,480",3.2,13.19,"27,440",1.0,8.30,9.30,11.74,15.43,20.56,"17,260","19,350","24,430","32,080","42,760",,
"19-2042","Geoscientists, Except Hydrologists and Geographers","detailed","35,180",3.4,51.33,"106,780",2.0,23.21,30.61,43.70,62.66,"#","48,270","63,670","90,890","130,330","#",,
"53-2012","Commercial Pilots","detailed","34,990",3.0,"*","80,140",1.4,"*","*","*","*","*","38,520","53,050","73,280","96,810","134,990","TRUE",
"49-9030","Home Appliance Repairers","broad","34,510",4.9,17.92,"37,270",1.2,9.43,12.72,16.91,21.77,28.35,"19,610","26,450","35,170","45,290","58,970",,
"49-9031","Home Appliance Repairers","detailed","34,510",4.9,17.92,"37,270",1.2,9.43,12.72,16.91,21.77,28.35,"19,610","26,450","35,170","45,290","58,970",,
"51-4193","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","detailed","34,420",3.0,15.30,"31,830",1.0,9.54,11.28,14.29,17.98,22.84,"19,830","23,470","29,720","37,390","47,510",,
"25-1021","Computer Science Teachers, Postsecondary","detailed","34,350",1.9,"*","79,870",1.3,"*","*","*","*","*","36,330","51,450","72,200","101,800","137,080","TRUE",
"21-1013","Marriage and Family Therapists","detailed","34,270",9.7,23.69,"49,270",2.1,12.28,16.93,22.44,29.06,36.11,"25,540","35,210","46,670","60,440","75,120",,
"29-1150","Nurse Anesthetists","broad","34,180",4.0,74.22,"154,390",1.3,50.87,61.84,71.23,84.64,"#","105,810","128,620","148,160","176,060","#",,
"29-1151","Nurse Anesthetists","detailed","34,180",4.0,74.22,"154,390",1.3,50.87,61.84,71.23,84.64,"#","105,810","128,620","148,160","176,060","#",,
"49-3041","Farm Equipment Mechanics and Service Technicians","detailed","34,150",2.1,17.16,"35,680",0.6,10.84,13.45,16.71,20.46,24.09,"22,560","27,970","34,760","42,560","50,100",,
"45-4020","Logging Workers","broad","34,050",2.2,16.90,"35,140",1.1,10.25,12.85,16.17,19.93,24.02,"21,310","26,720","33,630","41,460","49,950",,
"25-1032","Engineering Teachers, Postsecondary","detailed","33,970",3.5,"*","100,100",1.1,"*","*","*","*","*","50,770","69,400","92,670","122,800","159,170","TRUE",
"53-5020","Ship and Boat Captains and Operators","broad","33,900",3.4,33.95,"70,610",1.8,13.56,20.05,30.12,43.43,58.55,"28,200","41,700","62,640","90,340","121,780",,
"51-3093","Food Cooking Machine Operators and Tenders","detailed","33,250",3.4,13.51,"28,090",1.3,8.55,9.95,12.67,16.62,20.20,"17,790","20,690","26,350","34,570","42,010",,
"39-1010","First-Line Supervisors of Gaming Workers","broad","32,490",3.0,22.12,"46,010",1.1,12.13,16.33,21.81,27.47,32.97,"25,230","33,960","45,370","57,150","68,590",,
"47-4090","Miscellaneous Construction and Related Workers","broad","32,260",3.8,18.40,"38,260",1.1,10.50,13.19,16.79,21.87,29.01,"21,830","27,440","34,930","45,480","60,330",,
"17-2040","Chemical Engineers","broad","32,190",2.4,49.17,"102,270",1.3,28.28,35.49,45.36,57.26,74.44,"58,830","73,810","94,350","119,100","154,840",,
"17-2041","Chemical Engineers","detailed","32,190",2.4,49.17,"102,270",1.3,28.28,35.49,45.36,57.26,74.44,"58,830","73,810","94,350","119,100","154,840",,
"39-4020","Funeral Attendants","broad","31,890",2.3,11.66,"24,250",0.8,8.16,9.14,10.87,13.50,16.73,"16,960","19,010","22,610","28,070","34,800",,
"39-4021","Funeral Attendants","detailed","31,890",2.3,11.66,"24,250",0.8,8.16,9.14,10.87,13.50,16.73,"16,960","19,010","22,610","28,070","34,800",,
"39-5094","Skincare Specialists","detailed","31,810",4.2,15.25,"31,720",1.4,8.39,9.50,13.77,18.53,24.95,"17,460","19,770","28,640","38,550","51,900",,
"19-4093","Forest and Conservation Technicians","detailed","31,720",0.8,17.80,"37,030",0.2,11.98,13.46,16.31,21.30,25.85,"24,930","27,990","33,920","44,300","53,780",,
"27-4012","Broadcast Technicians","detailed","31,640",2.9,21.18,"44,050",2.6,8.96,11.47,18.21,27.69,37.49,"18,640","23,860","37,880","57,600","77,980",,
"27-1011","Art Directors","detailed","31,570",2.7,45.32,"94,260",1.0,21.09,27.81,38.88,56.29,78.27,"43,870","57,830","80,880","117,090","162,800",,
"53-5010","Sailors and Marine Oilers","broad","31,500",5.1,19.11,"39,760",1.5,10.66,13.66,18.36,23.21,28.83,"22,170","28,420","38,190","48,280","59,970",,
"53-5011","Sailors and Marine Oilers","detailed","31,500",5.1,19.11,"39,760",1.5,10.66,13.66,18.36,23.21,28.83,"22,170","28,420","38,190","48,280","59,970",,
"27-3011","Radio and Television Announcers","detailed","31,340",2.2,20.13,"41,860",1.7,8.30,9.39,13.47,21.52,37.80,"17,270","19,530","28,020","44,760","78,630",,
"39-7011","Tour Guides and Escorts","detailed","31,270",3.1,12.63,"26,280",0.9,8.24,9.21,11.51,14.77,18.45,"17,140","19,150","23,940","30,730","38,370",,
"51-4050","Metal Furnace Operators, Tenders, Pourers, and Casters","broad","31,140",3.3,18.55,"38,590",1.2,11.80,14.25,17.88,21.77,26.90,"24,540","29,640","37,180","45,280","55,960",,
"19-1029","Biological Scientists, All Other","detailed","31,080",2.8,36.64,"76,220",1.2,20.14,27.55,34.95,41.99,54.04,"41,890","57,310","72,700","87,350","112,400",,
"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic","detailed","31,010",3.2,14.79,"30,770",0.8,9.17,11.05,14.08,17.70,21.80,"19,070","22,990","29,300","36,810","45,340",,
"19-4091","Environmental Science and Protection Technicians, Including Health","detailed","30,890",2.3,21.43,"44,570",0.7,12.66,15.67,19.83,26.01,32.99,"26,330","32,590","41,240","54,100","68,620",,
"53-5021","Captains, Mates, and Pilots of Water Vessels","detailed","30,860",3.7,35.46,"73,760",1.9,15.20,21.38,31.80,45.09,60.54,"31,610","44,460","66,150","93,790","125,930",,
"47-4099","Construction and Related Workers, All Other","detailed","30,770",3.9,18.45,"38,380",1.1,10.57,13.22,16.82,21.91,29.20,"21,990","27,510","34,990","45,580","60,730",,
"19-3099","Social Scientists and Related Workers, All Other","detailed","30,660",1.9,38.25,"79,560",0.9,22.53,28.90,36.80,45.95,55.64,"46,850","60,110","76,540","95,580","115,730",,
"29-1190","Miscellaneous Health Diagnosing and Treating Practitioners","broad","30,590",1.9,41.22,"85,740",3.6,19.24,26.39,34.96,51.62,67.65,"40,020","54,890","72,710","107,370","140,720",,
"29-1199","Health Diagnosing and Treating Practitioners, All Other","detailed","30,590",1.9,41.22,"85,740",3.6,19.24,26.39,34.96,51.62,67.65,"40,020","54,890","72,710","107,370","140,720",,
"53-7070","Pumping Station Operators","broad","30,570",3.9,22.85,"47,520",1.3,12.88,16.62,22.23,28.24,33.95,"26,790","34,560","46,240","58,730","70,620",,
"29-1065","Pediatricians, General","detailed","30,560",4.2,80.59,"167,640",1.5,41.78,59.18,74.35,"#","#","86,900","123,090","154,650","#","#",,
"51-9022","Grinding and Polishing Workers, Hand","detailed","30,470",2.6,14.06,"29,250",0.7,9.27,10.76,13.41,16.77,20.33,"19,280","22,380","27,890","34,890","42,280",,
"51-6050","Tailors, Dressmakers, and Sewers","broad","30,360",4.5,13.69,"28,480",1.6,8.52,9.76,12.20,16.22,21.38,"17,730","20,290","25,390","33,750","44,470",,
"53-2020","Air Traffic Controllers and Airfield Operations Specialists","broad","30,250",1.2,49.36,"102,670",1.3,20.35,30.36,49.27,68.44,80.15,"42,320","63,150","102,490","142,360","166,720",,
"25-1122","Communications Teachers, Postsecondary","detailed","30,030",1.8,"*","68,540",0.9,"*","*","*","*","*","33,640","45,810","62,180","85,000","114,770","TRUE",
"29-1061","Anesthesiologists","detailed","29,930",5.5,111.94,"232,830",2.0,64.96,"#","#","#","#","135,110","#","#","#","#",,
"25-1124","Foreign Language and Literature Teachers, Postsecondary","detailed","29,810",3.1,"*","66,730",1.1,"*","*","*","*","*","33,250","44,620","58,670","78,980","111,660","TRUE",
"11-9080","Lodging Managers","broad","29,730",2.0,26.35,"54,800",1.0,14.08,17.43,22.50,30.86,43.04,"29,290","36,250","46,810","64,190","89,530",,
"11-9081","Lodging Managers","detailed","29,730",2.0,26.35,"54,800",1.0,14.08,17.43,22.50,30.86,43.04,"29,290","36,250","46,810","64,190","89,530",,
"45-2093","Farmworkers, Farm, Ranch, and Aquacultural Animals","detailed","29,570",2.8,11.56,"24,040",0.8,8.03,8.86,10.61,13.56,17.21,"16,690","18,430","22,060","28,210","35,790",,
"29-2035","Magnetic Resonance Imaging Technologists","detailed","29,560",1.9,31.45,"65,410",0.4,22.31,26.24,31.42,36.31,42.85,"46,400","54,570","65,360","75,530","89,130",,
"31-2011","Occupational Therapy Assistants","detailed","29,500",2.2,25.52,"53,090",0.7,15.85,20.47,25.60,30.81,35.16,"32,970","42,580","53,240","64,080","73,120",,
"51-9083","Ophthalmic Laboratory Technicians","detailed","29,380",3.9,14.35,"29,850",1.0,9.07,10.81,13.74,17.21,20.79,"18,860","22,490","28,590","35,810","43,250",,
"11-9039","Education Administrators, All Other","detailed","29,360",1.8,39.37,"81,890",0.8,20.28,27.05,36.95,48.48,60.29,"42,180","56,260","76,860","100,830","125,400",,
"51-9021","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","detailed","29,320",2.4,16.03,"33,340",0.8,9.56,11.81,15.31,19.29,23.62,"19,890","24,570","31,830","40,110","49,130",,
"27-1014","Multimedia Artists and Animators","detailed","29,270",4.5,33.44,"69,560",1.8,16.76,21.94,29.50,41.06,54.56,"34,860","45,640","61,370","85,410","113,470",,
"29-1040","Optometrists","broad","29,180",2.8,52.80,"109,810",1.4,25.28,36.11,47.03,61.77,88.72,"52,590","75,100","97,820","128,480","184,530",,
"29-1041","Optometrists","detailed","29,180",2.8,52.80,"109,810",1.4,25.28,36.11,47.03,61.77,88.72,"52,590","75,100","97,820","128,480","184,530",,
"29-2057","Ophthalmic Medical Technicians","detailed","29,170",3.9,17.11,"35,590",0.6,11.50,13.48,16.46,19.96,23.54,"23,910","28,040","34,240","41,520","48,960",,
"27-1021","Commercial and Industrial Designers","detailed","29,030",3.7,30.02,"62,430",0.9,16.64,21.36,28.66,36.98,45.31,"34,610","44,430","59,610","76,930","94,250",,
"11-2010","Advertising and Promotions Managers","broad","28,420",2.3,51.47,"107,060",1.2,20.80,29.24,42.59,65.35,"#","43,270","60,820","88,590","135,930","#",,
"11-2011","Advertising and Promotions Managers","detailed","28,420",2.3,51.47,"107,060",1.2,20.80,29.24,42.59,65.35,"#","43,270","60,820","88,590","135,930","#",,
"19-1010","Agricultural and Food Scientists","broad","28,220",2.8,30.99,"64,470",0.7,16.71,21.29,28.18,37.46,50.41,"34,750","44,280","58,610","77,920","104,840",,
"47-2132","Insulation Workers, Mechanical","detailed","28,220",4.9,21.48,"44,680",1.6,12.32,15.13,18.83,25.91,36.24,"25,630","31,470","39,170","53,890","75,390",,
"17-3012","Electrical and Electronics Drafters","detailed","28,160",3.2,28.12,"58,490",0.9,16.76,21.04,26.78,34.40,42.49,"34,860","43,770","55,700","71,550","88,380",,
"13-2060","Financial Examiners","broad","28,060",2.1,40.49,"84,220",1.7,20.79,27.12,36.44,51.36,67.59,"43,240","56,420","75,800","106,820","140,580",,
"13-2061","Financial Examiners","detailed","28,060",2.1,40.49,"84,220",1.7,20.79,27.12,36.44,51.36,67.59,"43,240","56,420","75,800","106,820","140,580",,
"19-1030","Conservation Scientists and Foresters","broad","27,920",1.5,29.52,"61,400",0.4,18.08,22.35,28.40,35.22,42.36,"37,610","46,490","59,060","73,250","88,110",,
"51-6093","Upholsterers","detailed","27,840",3.3,15.26,"31,750",1.0,9.33,11.26,14.39,17.90,22.83,"19,420","23,420","29,930","37,240","47,480",,
"29-1010","Chiropractors","broad","27,740",2.5,38.25,"79,550",1.8,14.92,22.14,31.81,46.24,68.73,"31,030","46,060","66,160","96,170","142,950",,
"29-1011","Chiropractors","detailed","27,740",2.5,38.25,"79,550",1.8,14.92,22.14,31.81,46.24,68.73,"31,030","46,060","66,160","96,170","142,950",,
"13-2071","Credit Counselors","detailed","27,640",2.7,21.00,"43,670",1.0,13.28,15.82,18.95,23.79,31.26,"27,620","32,910","39,420","49,480","65,020",,
"51-6064","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","detailed","27,440",2.6,12.50,"26,010",1.0,9.30,10.59,12.43,14.12,16.37,"19,340","22,020","25,850","29,380","34,040",,
"11-3130","Training and Development Managers","broad","27,350",1.2,49.91,"103,810",0.5,26.00,34.63,45.86,60.93,79.16,"54,070","72,020","95,400","126,720","164,640",,
"11-3131","Training and Development Managers","detailed","27,350",1.2,49.91,"103,810",0.5,26.00,34.63,45.86,60.93,79.16,"54,070","72,020","95,400","126,720","164,640",,
"49-3053","Outdoor Power Equipment and Other Small Engine Mechanics","detailed","27,350",3.0,15.30,"31,820",0.7,9.59,11.64,14.67,18.06,22.26,"19,940","24,210","30,510","37,560","46,290",,
"53-7190","Miscellaneous Material Moving Workers","broad","27,260",4.9,19.73,"41,040",3.3,9.40,11.60,17.94,26.15,34.57,"19,550","24,140","37,320","54,390","71,900",,
"53-7199","Material Moving Workers, All Other","detailed","27,260",4.9,19.73,"41,040",3.3,9.40,11.60,17.94,26.15,34.57,"19,550","24,140","37,320","54,390","71,900",,
"21-1019","Counselors, All Other","detailed","27,220",2.4,22.15,"46,060",1.0,11.68,15.41,21.06,27.80,34.43,"24,290","32,050","43,810","57,830","71,610",,
"23-1023","Judges, Magistrate Judges, and Magistrates","detailed","27,220",0.8,49.26,"102,470",1.1,14.45,26.20,55.65,67.24,80.23,"30,060","54,500","115,760","139,850","166,880",,
"47-2044","Tile and Marble Setters","detailed","27,050",3.8,20.10,"41,820",1.9,10.31,13.54,17.81,25.20,34.12,"21,450","28,160","37,040","52,410","70,970",,
"49-2097","Electronic Home Entertainment Equipment Installers and Repairers","detailed","27,050",4.8,17.76,"36,940",1.2,10.38,12.88,16.86,21.69,27.19,"21,580","26,780","35,060","45,110","56,550",,
"25-4010","Archivists, Curators, and Museum Technicians","broad","26,440",2.3,23.64,"49,180",1.0,12.29,15.97,21.35,29.00,38.50,"25,570","33,230","44,410","60,330","80,070",,
"19-1021","Biochemists and Biophysicists","detailed","26,410",3.5,43.01,"89,470",2.3,19.92,26.62,39.17,53.94,70.84,"41,430","55,360","81,480","112,200","147,350",,
"19-4060","Social Science Research Assistants","broad","26,370",3.9,19.60,"40,760",1.6,9.90,13.15,17.86,23.63,30.90,"20,600","27,360","37,140","49,140","64,280",,
"19-4061","Social Science Research Assistants","detailed","26,370",3.9,19.60,"40,760",1.6,9.90,13.15,17.86,23.63,30.90,"20,600","27,360","37,140","49,140","64,280",,
"39-6012","Concierges","detailed","25,880",3.4,14.09,"29,310",1.3,8.71,10.26,13.10,17.22,21.42,"18,110","21,340","27,250","35,820","44,550",,
"47-5080","Helpers--Extraction Workers","broad","25,840",4.2,16.18,"33,660",1.3,10.36,12.51,15.13,18.90,24.31,"21,550","26,030","31,460","39,320","50,560",,
"47-5081","Helpers--Extraction Workers","detailed","25,840",4.2,16.18,"33,660",1.3,10.36,12.51,15.13,18.90,24.31,"21,550","26,030","31,460","39,320","50,560",,
"15-2040","Statisticians","broad","25,570",2.1,38.25,"79,570",1.4,20.30,26.61,36.33,47.76,58.60,"42,220","55,360","75,560","99,340","121,890",,
"15-2041","Statisticians","detailed","25,570",2.1,38.25,"79,570",1.4,20.30,26.61,36.33,47.76,58.60,"42,220","55,360","75,560","99,340","121,890",,
"47-2041","Carpet Installers","detailed","25,350",4.6,19.68,"40,930",1.6,10.27,13.23,17.66,24.04,33.43,"21,350","27,510","36,740","50,010","69,530",,
"19-2090","Miscellaneous Physical Scientists","broad","25,230",2.7,45.06,"93,720",2.2,20.32,28.37,44.06,58.88,71.89,"42,260","59,000","91,640","122,470","149,530",,
"19-2099","Physical Scientists, All Other","detailed","25,230",2.7,45.06,"93,720",2.2,20.32,28.37,44.06,58.88,71.89,"42,260","59,000","91,640","122,470","149,530",,
"47-5012","Rotary Drill Operators, Oil and Gas","detailed","25,090",5.3,27.18,"56,540",2.9,14.90,17.96,23.66,32.04,40.57,"30,990","37,350","49,220","66,650","84,390",,
"27-2041","Music Directors and Composers","detailed","24,940",2.1,25.68,"53,420",1.6,10.31,16.85,22.77,30.26,41.40,"21,450","35,050","47,350","62,950","86,110",,
"15-1110","Computer and Information Research Scientists","broad","24,880",4.5,49.84,"103,670",1.3,27.51,38.11,49.13,59.12,73.03,"57,220","79,260","102,190","122,960","151,900",,
"15-1111","Computer and Information Research Scientists","detailed","24,880",4.5,49.84,"103,670",1.3,27.51,38.11,49.13,59.12,73.03,"57,220","79,260","102,190","122,960","151,900",,
"51-6052","Tailors, Dressmakers, and Custom Sewers","detailed","24,870",5.0,14.02,"29,170",1.8,8.57,9.92,12.64,16.90,22.00,"17,830","20,640","26,280","35,150","45,760",,
"39-1011","Gaming Supervisors","detailed","24,760",2.7,23.89,"49,700",1.0,14.86,18.66,23.70,28.55,33.97,"30,910","38,820","49,290","59,390","70,670",,
"29-2051","Dietetic Technicians","detailed","24,660",2.2,13.79,"28,680",0.8,8.69,10.10,12.62,16.51,20.90,"18,070","21,000","26,260","34,350","43,460",,
"53-4020","Railroad Brake, Signal, and Switch Operators","broad","24,380",7.3,24.16,"50,260",2.5,14.12,19.65,24.68,28.06,32.65,"29,360","40,880","51,340","58,370","67,920",,
"53-4021","Railroad Brake, Signal, and Switch Operators","detailed","24,380",7.3,24.16,"50,260",2.5,14.12,19.65,24.68,28.06,32.65,"29,360","40,880","51,340","58,370","67,920",,
"47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed","24,310",3.5,14.95,"31,100",1.7,9.26,10.98,13.57,17.27,22.56,"19,260","22,850","28,220","35,920","46,920",,
"53-6050","Transportation Inspectors","broad","24,310",2.8,31.96,"66,470",1.4,15.27,20.92,30.62,41.80,53.74,"31,760","43,510","63,680","86,930","111,780",,
"53-6051","Transportation Inspectors","detailed","24,310",2.8,31.96,"66,470",1.4,15.27,20.92,30.62,41.80,53.74,"31,760","43,510","63,680","86,930","111,780",,
"29-1066","Psychiatrists","detailed","24,210",3.7,85.35,"177,520",1.9,34.10,57.93,83.33,"#","#","70,920","120,480","173,330","#","#",,
"47-4070","Septic Tank Servicers and Sewer Pipe Cleaners","broad","24,020",3.1,17.29,"35,970",0.9,10.23,12.83,16.36,20.92,26.34,"21,270","26,690","34,020","43,520","54,790",,
"47-4071","Septic Tank Servicers and Sewer Pipe Cleaners","detailed","24,020",3.1,17.29,"35,970",0.9,10.23,12.83,16.36,20.92,26.34,"21,270","26,690","34,020","43,520","54,790",,
"51-4012","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","detailed","23,990",2.3,23.39,"48,640",0.9,14.84,17.60,22.08,28.03,34.65,"30,860","36,600","45,920","58,310","72,070",,
"49-2095","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","detailed","23,920",3.5,32.40,"67,380",0.7,23.24,28.29,33.08,37.08,42.69,"48,330","58,850","68,810","77,120","88,790",,
